2.41,0.86263
1.01,-0.59318
1.0344,-0.49563
1.2407,-0.3031
1.5678,0.020049
3.7426,0.024631
3.0612,0.31477
1.7302,0.13682
3.4329,0.38136
1.4967,0.15839
0.7829,0.47395
1.3976,0.10692
1.2515,0.28889
1.7399,0.31617
1.8028,0.81549
2.7062,0.28904
1.186,0.27957
2.9054,0.616
1.6165,0.35508
2.4561,0.41936
3.8081,0.75457
2.1342,0.74757
2.5322,0.98804
1.3726,0.82337
2.3376,1.0605
1.3589,0.95815
2.0206,1.1476
1.5316,0.87021
2.3784,0.44892
1.4574,0.75702
3.2467,0.85589
2.7053,0.9634
1.2107,0.85044
0.58577,1.0683
1.0914,1.0289
1.7125,1.3869
2.6839,0.75971
3.1254,1.034
1.5772,0.97729
1.0374,1.3208
2.3727,1.1925
1.1999,1.2639
2.7048,1.0978
1.8203,1.3204
3.4504,1.4606
2.3921,1.0351
3.1191,1.011
2.1052,1.2236
4.8182,1.09
3.1777,1.4921
2.8188,1.2094
1.7683,1.0621
3.4297,1.3179
1.9856,1.1636
1.8992,1.0476
2.3439,1.4396
2.3687,1.2679
2.3946,1.4775
4.6618,1.6578
3.6378,1.4371
4.3403,1.3424
0.30775,1.5594
2.7234,1.6935
2.8758,1.6247
2.7426,1.5566
4.769,1.5736
2.6738,1.4067
2.4674,1.6035
3.6972,1.6412
2.2497,1.7874
5.2497,1.839
4.7702,1.7396
6.2369,1.5472
4.6121,1.4432
4.4174,1.7482
5.6079,1.6959
4.6605,1.7766
4.6597,1.2822
3.8858,1.8834
4.2018,1.8269
5.0802,1.7515
5.9151,1.6946
6.3619,1.8968
4.8531,1.8252
5.1546,1.6408
4.8568,1.7889
4.6011,1.5975
6.2459,1.6344
5.7545,2.097
7.4842,1.4183
5.8085,1.548
7.2016,2.3221
5.9004,1.8104
6.9451,1.8697
7.8023,2.0605
6.4619,1.3989
6.9382,2.1369
4.1576,1.9942
6.3872,1.5697
7.1237,1.7211
7.0968,1.8591
8.7087,1.5943
7.4445,1.635
7.1568,1.6542
7.732,1.7232
5.9656,1.6172
6.8353,1.8616
7.841,1.7544
7.1488,2.0055
5.021,1.5718
8.1664,1.9095
6.0986,1.8168
6.223,1.8304
7.9249,1.6762
7.2648,1.6703
6.7319,1.412
5.9306,1.9057
6.8829,1.6248
5.3099,1.7336
7.842,1.7949
7.4017,1.587
6.1626,1.6612
7.2655,1.5319
10.4,1.8438
7.6944,1.4184
7.8875,1.851
9.1288,1.7894
